bfs_nr,municipality,canton,energyreporter_date,electric_car_share,electric_car_share_last_change,solar_potential_usage,solar_potential_usage_last_change,renewable_heating_share,renewable_heating_share_coverage,renewable_heating_share_last_change
3832,Grono,GR,2021-08-31,0.007911,2021-07-31,0.01258,2021-06-10,0.310345,0.998379,2020-04-09
3832,Grono,GR,2021-09-30,0.007886,2021-08-31,0.011952,2021-06-10,0.310997,0.96112,2020-04-09
3832,Grono,GR,2021-10-31,0.007918,2021-09-30,0.011952,2021-06-10,0.313894,0.96118,2020-04-09
3832,Grono,GR,2021-11-30,0.007949,2021-10-31,0.011952,2021-06-10,0.313894,0.995342,2021-10-07
3832,Grono,GR,2021-12-31,0.009464,2021-11-30,0.012471,2021-11-05,0.312178,0.995349,2021-10-07
3832,Grono,GR,2022-01-31,0.010989,2021-12-31,0.012499,2021-11-05,0.312178,0.995349,2021-10-07
3832,Grono,GR,2022-02-28,0.010998,2022-01-31,0.012471,2021-11-05,0.312178,0.995349,2021-10-07
3832,Grono,GR,2022-03-31,0.010972,2022-02-28,0.012471,2021-11-05,0.313894,0.995356,2021-10-07
3834,Roveredo (GR),GR,2021-03-31,0.006867,2020-07-31,0.014413,2019-01-01,0.426243,0.984139,2019-11-13
3834,Roveredo (GR),GR,2021-04-30,0.009399,2021-03-31,0.014413,2019-01-01,0.424267,0.984151,2019-11-13
3834,Roveredo (GR),GR,2021-05-31,0.010482,2021-04-30,0.01696,2020-11-02,0.426948,0.984199,2020-01-07
3834,Roveredo (GR),GR,2021-06-30,0.009891,2021-05-31,0.018912,2021-05-04,0.426948,0.984199,2020-01-07
3834,Roveredo (GR),GR,2021-07-31,0.010417,2021-06-30,0.018912,2021-05-04,0.42776,0.984199,2020-01-07
3834,Roveredo (GR),GR,2021-08-31,0.010903,2021-07-31,0.018912,2021-05-04,0.427524,0.999234,2020-01-07
3834,Roveredo (GR),GR,2021-09-30,0.011458,2021-08-31,0.018912,2021-05-04,0.427877,0.984222,2020-01-07
3834,Roveredo (GR),GR,2021-10-31,0.010881,2021-09-30,0.018912,2021-05-04,0.42915,0.984222,2020-01-07
3834,Roveredo (GR),GR,2021-11-30,0.010791,2021-10-31,0.018912,2021-05-04,0.42753,0.995495,2021-10-06
3834,Roveredo (GR),GR,2021-12-31,0.010267,2021-11-30,0.018912,2021-05-04,0.430421,0.995502,2021-10-06
3834,Roveredo (GR),GR,2022-01-31,0.011777,2021-12-31,0.019094,2021-05-04,0.430421,0.995502,2021-10-06
3834,Roveredo (GR),GR,2022-02-28,0.012442,2022-01-31,0.018912,2021-05-04,0.430421,0.995502,2021-10-06
3834,Roveredo (GR),GR,2022-03-31,0.012947,2022-02-28,0.018912,2021-05-04,0.432848,0.995745,2022-01-18
3835,San Vittore,GR,2021-03-31,0.001473,2020-09-30,0.026039,2020-03-25,0.465347,0.97032,2020-01-30
3835,San Vittore,GR,2021-04-30,0.004225,2021-03-31,0.026039,2020-03-25,0.466667,0.970387,2020-01-30
3835,San Vittore,GR,2021-05-31,0.004213,2021-04-30,0.027321,2020-06-16,0.469438,0.970655,2021-01-07
3835,San Vittore,GR,2021-06-30,0.004219,2021-05-31,0.027321,2020-06-16,0.469438,0.970655,2021-01-07
3835,San Vittore,GR,2021-07-31,0.004202,2021-06-30,0.027321,2020-06-16,0.469438,0.970655,2021-01-07
3835,San Vittore,GR,2021-08-31,0.004196,2021-07-31,0.027321,2020-06-16,0.468137,0.997674,2021-01-07
3835,San Vittore,GR,2021-09-30,0.005563,2021-08-31,0.027321,2020-06-16,0.470732,0.970721,2021-01-07
3835,San Vittore,GR,2021-10-31,0.005571,2021-09-30,0.027321,2020-06-16,0.472019,0.970787,2021-01-07
3835,San Vittore,GR,2021-11-30,0.006897,2021-10-31,0.027321,2020-06-16,0.472019,0.997753,2021-01-07
3835,San Vittore,GR,2021-12-31,0.006925,2021-11-30,0.027931,2021-03-30,0.472019,0.997753,2021-01-07
3835,San Vittore,GR,2022-01-31,0.009615,2021-12-31,0.027931,2021-03-30,0.472019,0.997753,2021-01-07
3835,San Vittore,GR,2022-02-28,0.009576,2022-01-31,0.027931,2021-03-30,0.472019,0.997753,2021-01-07
3835,San Vittore,GR,2022-03-31,0.009498,2022-02-28,0.027931,2021-03-30,0.478155,0.997758,2021-07-02
3837,Calanca,GR,2021-03-31,0.0,2020-07-31,0.001761,2017-08-25,0.647849,0.95641,2019-10-14
3837,Calanca,GR,2021-04-30,0.013072,2021-03-31,0.001761,2017-08-25,0.647849,0.95641,2019-10-14
3837,Calanca,GR,2021-05-31,0.012987,2021-04-30,0.006413,2017-08-25,0.647849,0.95641,2019-10-14
3837,Calanca,GR,2021-06-30,0.013072,2021-05-31,0.006413,2017-08-25,0.647849,0.95641,2019-10-14
3837,Calanca,GR,2021-07-31,0.013072,2021-06-30,0.006413,2017-08-25,0.647849,0.95641,2019-10-14
3837,Calanca,GR,2021-08-31,0.012987,2021-07-31,0.006413,2017-08-25,0.651351,0.994638,2019-10-14
3837,Calanca,GR,2021-09-30,0.012987,2021-08-31,0.006413,2017-08-25,0.647849,0.95641,2019-10-14
3837,Calanca,GR,2021-10-31,0.013072,2021-09-30,0.006413,2017-08-25,0.647849,0.95641,2019-10-14
3837,Calanca,GR,2021-11-30,0.013245,2021-10-31,0.006413,2017-08-25,0.647849,0.95641,2019-10-14
3837,Calanca,GR,2021-12-31,0.013158,2021-11-30,0.006413,2017-08-25,0.647849,0.95641,2019-10-14
3837,Calanca,GR,2022-01-31,0.02027,2021-12-31,0.006432,2017-08-25,0.647849,0.95641,2019-10-14
3837,Calanca,GR,2022-02-28,0.02027,2022-01-31,0.006413,2017-08-25,0.647849,0.95641,2019-10-14
3837,Calanca,GR,2022-03-31,0.02069,2022-02-28,0.006413,2017-08-25,0.647849,0.95641,2021-09-01
3847,Val Müstair,GR,2021-03-31,0.00274,2020-09-30,0.055131,2017-02-21,0.469799,0.962825,2020-04-30
3847,Val Müstair,GR,2021-04-30,0.00186,2021-03-31,0.055131,2017-02-21,0.470509,0.962871,2020-04-30
3847,Val Müstair,GR,2021-05-31,0.001848,2021-04-30,0.055131,2017-12-13,0.474531,0.962871,2020-04-30
3847,Val Müstair,GR,2021-06-30,0.00184,2021-05-31,0.055131,2017-12-13,0.47925,0.962963,2021-06-03
3847,Val Müstair,GR,2021-07-31,0.001838,2021-06-30,0.055131,2017-12-13,0.481928,0.9631,2021-06-03
3847,Val Müstair,GR,2021-08-31,0.001837,2021-07-31,0.055131,2017-12-13,0.481781,0.996149,2021-06-25
3847,Val Müstair,GR,2021-09-30,0.001835,2021-08-31,0.055131,2017-12-13,0.483221,0.962963,2021-06-25
3847,Val Müstair,GR,2021-10-31,0.00277,2021-09-30,0.055423,2020-12-11,0.483957,0.961963,2021-10-20
3847,Val Müstair,GR,2021-11-30,0.003714,2021-10-31,0.055423,2020-12-11,0.484,0.963235,2021-11-22
3847,Val Müstair,GR,2021-12-31,0.003742,2021-11-30,0.055423,2020-12-11,0.484,0.963235,2021-12-02
3847,Val Müstair,GR,2022-01-31,0.00469,2021-12-31,0.055423,2020-12-11,0.484,0.963325,2022-01-14
3847,Val Müstair,GR,2022-02-28,0.005618,2022-01-31,0.055423,2020-12-11,0.484,0.963325,2022-01-14
3847,Val Müstair,GR,2022-03-31,0.005629,2022-02-28,0.055423,2020-12-11,0.484,0.963325,2022-02-24
3851,Davos,GR,2021-03-31,0.005943,2020-10-31,0.012417,2020-01-01,0.242574,0.970328,2021-01-04
3851,Davos,GR,2021-04-30,0.006581,2021-03-31,0.012417,2020-01-01,0.24177,0.970319,2021-01-04
3851,Davos,GR,2021-05-31,0.006971,2021-04-30,0.013225,2020-11-25,0.243712,0.969368,2021-04-13
3851,Davos,GR,2021-06-30,0.00708,2021-05-31,0.013819,2020-11-25,0.243703,0.969,2021-04-20
3851,Davos,GR,2021-07-31,0.007805,2021-06-30,0.013819,2020-11-25,0.244594,0.969059,2021-06-30
3851,Davos,GR,2021-08-31,0.007967,2021-07-31,0.013819,2020-11-25,0.24465,0.998348,2021-06-09
3851,Davos,GR,2021-09-30,0.00874,2021-08-31,0.015963,2020-11-25,0.254513,0.969417,2021-09-08
3851,Davos,GR,2021-10-31,0.008776,2021-09-30,0.01609,2021-04-30,0.256274,0.969427,2021-10-05
3851,Davos,GR,2021-11-30,0.008831,2021-10-31,0.01609,2021-04-30,0.256184,0.977396,2021-10-05
3851,Davos,GR,2021-12-31,0.00969,2021-11-30,0.016241,2021-06-30,0.257939,0.977432,2021-12-21
3851,Davos,GR,2022-01-31,0.010359,2021-12-31,0.016245,2021-06-30,0.257939,0.977439,2022-01-07
3851,Davos,GR,2022-02-28,0.00973,2022-01-31,0.016241,2021-06-30,0.257939,0.977439,2022-01-07
3851,Davos,GR,2022-03-31,0.01005,2022-02-28,0.016298,2021-06-30,0.258724,0.977475,2022-03-21
3861,Fideris,GR,2021-03-31,0.002331,2021-01-31,0.012006,2020-01-01,0.769058,0.972803,2021-01-22
3861,Fideris,GR,2021-04-30,0.004608,2021-03-31,0.012006,2020-01-01,0.769058,0.972803,2021-01-22
3861,Fideris,GR,2021-05-31,0.004577,2021-04-30,0.012006,2020-10-30,0.769058,0.972803,2021-01-22
3861,Fideris,GR,2021-06-30,0.004535,2021-05-31,0.012006,2020-10-30,0.769058,0.972803,2021-01-22
3861,Fideris,GR,2021-07-31,0.004556,2021-06-30,0.012006,2020-10-30,0.7713,0.972803,2021-01-22
3861,Fideris,GR,2021-08-31,0.004577,2021-07-31,0.012006,2020-10-30,0.770787,0.995708,2021-07-26
3861,Fideris,GR,2021-09-30,0.004545,2021-08-31,0.014254,2021-04-09,0.7713,0.972803,2021-07-26
3861,Fideris,GR,2021-10-31,0.004587,2021-09-30,0.014254,2021-04-09,0.7713,0.972803,2021-07-26
3861,Fideris,GR,2021-11-30,0.004587,2021-10-31,0.017677,2021-05-25,0.7713,0.972746,2021-07-26
3861,Fideris,GR,2021-12-31,0.004662,2021-11-30,0.018515,2021-06-21,0.7713,0.972746,2021-07-26
3861,Fideris,GR,2022-01-31,0.007042,2021-12-31,0.018528,2021-06-21,0.7713,0.972746,2021-07-26
3861,Fideris,GR,2022-02-28,0.007059,2022-01-31,0.018515,2021-06-21,0.7713,0.972746,2021-07-26
3861,Fideris,GR,2022-03-31,0.007126,2022-02-28,0.019493,2021-09-14,0.773034,0.972574,2021-07-26
3862,Furna,GR,2021-03-31,0.0,2021-02-28,0.042711,2019-01-01,0.894309,0.988281,2021-03-16
3862,Furna,GR,2021-04-30,0.0,2021-03-31,0.04271,2019-01-01,0.894737,0.988327,2021-03-30
3862,Furna,GR,2021-05-31,0.0,2021-04-30,0.041746,2020-09-14,0.894737,0.988327,2021-03-30
3862,Furna,GR,2021-06-30,0.0,2021-05-31,0.044881,2020-09-14,0.894737,0.988327,2021-03-30
3862,Furna,GR,2021-07-31,0.0,2021-06-30,0.044881,2020-09-14,0.893878,0.988235,2021-03-30
3862,Furna,GR,2021-08-31,0.0,2021-07-31,0.044881,2020-09-14,0.893878,1.0,2021-03-30
3862,Furna,GR,2021-09-30,0.0,2021-08-31,0.044881,2020-09-14,0.893878,0.988235,2021-03-30
3862,Furna,GR,2021-10-31,0.0,2021-09-30,0.044881,2020-09-14,0.893878,0.988235,2021-03-30
3862,Furna,GR,2021-11-30,0.0,2021-10-31,0.044881,2020-09-14,0.893878,0.988235,2021-03-30
3862,Furna,GR,2021-12-31,0.0,2021-11-30,0.044881,2020-09-14,0.893878,0.988235,2021-03-30
3862,Furna,GR,2022-01-31,0.0,2021-12-31,0.044881,2020-09-14,0.893878,0.988235,2021-03-30
3862,Furna,GR,2022-02-28,0.0,2022-01-31,0.044881,2020-09-14,0.893878,0.988235,2021-03-30
3862,Furna,GR,2022-03-31,0.0,2022-02-28,0.045427,2021-11-29,0.889796,0.988281,2021-04-20
3863,Jenaz,GR,2021-03-31,0.001359,2020-10-31,0.018082,2017-01-01,0.482838,0.977876,2020-05-27
3863,Jenaz,GR,2021-04-30,0.001387,2021-03-31,0.018082,2017-01-01,0.487414,0.977876,2020-05-27
3863,Jenaz,GR,2021-05-31,0.002747,2021-04-30,0.01948,2020-09-22,0.491991,0.977876,2020-05-27
3863,Jenaz,GR,2021-06-30,0.002736,2021-05-31,0.020332,2021-05-11,0.491991,0.977925,2020-05-27
3863,Jenaz,GR,2021-07-31,0.002703,2021-06-30,0.020332,2021-05-11,0.5,0.977876,2020-05-27
3863,Jenaz,GR,2021-08-31,0.002695,2021-07-31,0.020332,2021-05-11,0.5,1.0,2021-07-23
3863,Jenaz,GR,2021-09-30,0.002717,2021-08-31,0.020583,2021-05-11,0.5,0.977876,2021-07-23
3863,Jenaz,GR,2021-10-31,0.002695,2021-09-30,0.020583,2021-05-11,0.502294,0.977876,2021-10-15
3863,Jenaz,GR,2021-11-30,0.002725,2021-10-31,0.020583,2021-05-11,0.502294,0.977876,2021-10-15
3863,Jenaz,GR,2021-12-31,0.002743,2021-11-30,0.023953,2021-10-13,0.502294,0.977876,2021-10-15
3863,Jenaz,GR,2022-01-31,0.004178,2021-12-31,0.024014,2021-10-13,0.502294,0.977827,2021-12-17
3863,Jenaz,GR,2022-02-28,0.004172,2022-01-31,0.023953,2021-10-13,0.502294,0.977827,2021-12-17
3863,Jenaz,GR,2022-03-31,0.004155,2022-02-28,0.02682,2021-11-19,0.502294,0.977827,2021-12-17
3871,Klosters,GR,2021-03-31,0.00331,2020-10-31,0.009648,2020-01-01,0.327229,0.985513,2020-12-09
3871,Klosters,GR,2021-04-30,0.005025,2021-03-31,0.009648,2020-01-01,0.329315,0.98552,2020-12-09
3871,Klosters,GR,2021-05-31,0.005225,2021-04-30,0.013523,2020-10-19,0.329639,0.985144,2021-04-21
3871,Klosters,GR,2021-06-30,0.005178,2021-05-31,0.013506,2020-11-09,0.330602,0.985144,2021-04-21
3871,Klosters,GR,2021-07-31,0.004839,2021-06-30,0.013506,2020-11-09,0.332208,0.983029,2021-05-31
3871,Klosters,GR,2021-08-31,0.005178,2021-07-31,0.013506,2020-11-09,0.333333,0.999569,2021-07-05
3871,Klosters,GR,2021-09-30,0.005171,2021-08-31,0.014125,2021-06-04,0.336538,0.983087,2021-09-10
3871,Klosters,GR,2021-10-31,0.00548,2021-09-30,0.015143,2021-08-04,0.337176,0.983101,2021-09-10
3871,Klosters,GR,2021-11-30,0.005848,2021-10-31,0.015578,2021-08-04,0.339414,0.999156,2021-10-29
3871,Klosters,GR,2021-12-31,0.006234,2021-11-30,0.015578,2021-08-04,0.34179,0.999158,2021-12-20
3871,Klosters,GR,2022-01-31,0.007042,2021-12-31,0.015669,2021-08-04,0.343362,0.99916,2022-01-12
3871,Klosters,GR,2022-02-28,0.006678,2022-01-31,0.015578,2021-08-04,0.343362,0.99916,2022-01-12
3871,Klosters,GR,2022-03-31,0.007021,2022-02-28,0.01673,2021-12-20,0.342721,0.999162,2022-01-12
3881,Conters im Prättigau,GR,2021-03-31,0.007813,2020-11-30,0.00838,2020-01-01,0.755814,0.978723,2020-06-15
3881,Conters im Prättigau,GR,2021-04-30,0.007576,2021-03-31,0.00838,2020-01-01,0.757225,0.984043,2020-06-15
3881,Conters im Prättigau,GR,2021-05-31,0.007692,2021-04-30,0.008079,2020-03-24,0.757225,0.984043,2020-06-15
3881,Conters im Prättigau,GR,2021-06-30,0.007519,2021-05-31,0.008079,2020-03-24,0.757225,0.984043,2020-06-15
3881,Conters im Prättigau,GR,2021-07-31,0.007519,2021-06-30,0.008079,2020-03-24,0.757225,0.984043,2020-06-15
3881,Conters im Prättigau,GR,2021-08-31,0.007463,2021-07-31,0.008079,2020-03-24,0.757225,1.0,2021-03-29
3881,Conters im Prättigau,GR,2021-09-30,0.007519,2021-08-31,0.008079,2020-03-24,0.757225,0.984043,2021-03-29
3881,Conters im Prättigau,GR,2021-10-31,0.007519,2021-09-30,0.008079,2020-03-24,0.757225,0.984043,2021-03-29
3881,Conters im Prättigau,GR,2021-11-30,0.0,2021-10-31,0.008079,2020-03-24,0.757225,0.984043,2021-03-29
3881,Conters im Prättigau,GR,2021-12-31,0.0,2021-11-30,0.008079,2020-03-24,0.761364,0.984293,2021-03-29
3881,Conters im Prättigau,GR,2022-01-31,0.0,2021-12-31,0.008138,2020-03-24,0.761364,0.984293,2021-03-29
3881,Conters im Prättigau,GR,2022-02-28,0.0,2022-01-31,0.008079,2020-03-24,0.761364,0.984293,2021-03-29
3881,Conters im Prättigau,GR,2022-03-31,0.0,2022-02-28,0.01209,2021-10-13,0.761364,0.984375,2021-09-21
3882,Küblis,GR,2021-03-31,0.002857,2020-07-31,0.031902,2020-01-01,0.502732,0.947891,2020-05-27
3882,Küblis,GR,2021-04-30,0.005658,2021-03-31,0.031902,2020-01-01,0.511111,0.933002,2020-05-27
3882,Küblis,GR,2021-05-31,0.005642,2021-04-30,0.04756,2020-09-18,0.511111,0.933002,2020-05-27
3882,Küblis,GR,2021-06-30,0.006983,2021-05-31,0.04756,2020-09-18,0.511111,0.933002,2020-05-27
3882,Küblis,GR,2021-07-31,0.008174,2021-06-30,0.04756,2020-09-18,0.513889,0.933002,2020-05-27
3882,Küblis,GR,2021-08-31,0.008141,2021-07-31,0.04756,2020-09-18,0.513889,0.974093,2021-06-24
3882,Küblis,GR,2021-09-30,0.009472,2021-08-31,0.050469,2021-04-19,0.516667,0.933002,2021-06-24
3882,Küblis,GR,2021-10-31,0.009358,2021-09-30,0.05308,2021-08-18,0.519444,0.935162,2021-06-30
3882,Küblis,GR,2021-11-30,0.00813,2021-10-31,0.05308,2021-08-18,0.519444,0.935162,2021-06-30
3882,Küblis,GR,2021-12-31,0.010914,2021-11-30,0.05308,2021-08-18,0.519444,0.935162,2021-06-30
3882,Küblis,GR,2022-01-31,0.011158,2021-12-31,0.053334,2021-08-18,0.519444,0.935162,2021-06-30
3882,Küblis,GR,2022-02-28,0.011189,2022-01-31,0.05308,2021-08-18,0.519444,0.935162,2021-06-30
3882,Küblis,GR,2022-03-31,0.00979,2022-02-28,0.053865,2021-11-15,0.522099,0.935484,2021-06-30
3891,Luzein,GR,2021-03-31,0.009923,2020-09-30,0.018192,2020-01-01,0.691589,0.980909,2020-11-05
3891,Luzein,GR,2021-04-30,0.010056,2021-03-31,0.018192,2020-01-01,0.691589,0.980909,2020-11-05
3891,Luzein,GR,2021-05-31,0.010056,2021-04-30,0.017161,2020-05-18,0.691877,0.980926,2020-11-05
3891,Luzein,GR,2021-06-30,0.011161,2021-05-31,0.016791,2020-05-18,0.691877,0.980926,2020-11-05
3891,Luzein,GR,2021-07-31,0.01326,2021-06-30,0.017429,2021-04-08,0.691877,0.980926,2020-11-05
3891,Luzein,GR,2021-08-31,0.015402,2021-07-31,0.017429,2021-04-08,0.692164,0.997232,2021-02-01
3891,Luzein,GR,2021-09-30,0.015317,2021-08-31,0.017674,2021-04-08,0.692164,0.980944,2021-02-01
3891,Luzein,GR,2021-10-31,0.015217,2021-09-30,0.019292,2021-08-17,0.692164,0.980944,2021-02-01
3891,Luzein,GR,2021-11-30,0.017372,2021-10-31,0.019292,2021-08-17,0.69403,0.980944,2021-11-01
3891,Luzein,GR,2021-12-31,0.017719,2021-11-30,0.020117,2021-10-15,0.694963,0.980944,2021-11-01
3891,Luzein,GR,2022-01-31,0.018994,2021-12-31,0.020163,2021-10-15,0.694963,0.980944,2021-11-01
3891,Luzein,GR,2022-02-28,0.021324,2022-01-31,0.020117,2021-10-15,0.694963,0.980944,2021-11-01
3891,Luzein,GR,2022-03-31,0.022371,2022-02-28,0.020299,2021-11-24,0.6946,0.980978,2021-11-01
3901,Chur,GR,2021-03-31,0.008638,2020-09-30,0.057167,2020-11-02,0.190384,0.966482,2021-02-12
3901,Chur,GR,2021-04-30,0.012313,2021-03-31,0.057167,2020-11-02,0.189802,0.966482,2021-02-12
3901,Chur,GR,2021-05-31,0.012981,2021-04-30,0.066498,2021-01-26,0.190624,0.966679,2021-02-12
3901,Chur,GR,2021-06-30,0.013218,2021-05-31,0.067127,2021-02-15,0.190624,0.966679,2021-02-12
3901,Chur,GR,2021-07-31,0.01378,2021-06-30,0.068441,2021-05-19,0.190854,0.966679,2021-02-12
3901,Chur,GR,2021-08-31,0.014132,2021-07-31,0.068441,2021-05-19,0.191279,0.998711,2021-04-27
3901,Chur,GR,2021-09-30,0.014654,2021-08-31,0.069145,2021-05-25,0.193573,0.966696,2021-08-19
3901,Chur,GR,2021-10-31,0.015596,2021-09-30,0.07062,2021-08-10,0.19532,0.967242,2021-10-19
3901,Chur,GR,2021-11-30,0.016103,2021-10-31,0.07215,2021-09-08,0.195089,0.996796,2021-11-16
3901,Chur,GR,2021-12-31,0.016821,2021-11-30,0.072368,2021-09-08,0.196018,0.996796,2021-12-01
3901,Chur,GR,2022-01-31,0.018756,2021-12-31,0.072616,2021-09-08,0.196173,0.996797,2021-12-29
3901,Chur,GR,2022-02-28,0.019424,2022-01-31,0.072368,2021-09-08,0.196173,0.996797,2021-12-29
3901,Chur,GR,2022-03-31,0.019747,2022-02-28,0.073134,2021-10-07,0.197719,0.996796,2022-03-24
3911,Churwalden,GR,2021-03-31,0.004374,2020-11-30,0.02445,2020-11-03,0.426756,0.987267,2020-10-29
3911,Churwalden,GR,2021-04-30,0.00878,2021-03-31,0.02445,2020-11-03,0.426438,0.986784,2020-06-12
3911,Churwalden,GR,2021-05-31,0.008673,2021-04-30,0.023904,2020-11-10,0.426756,0.986778,2020-06-12
3911,Churwalden,GR,2021-06-30,0.008532,2021-05-31,0.025121,2021-02-18,0.430919,0.986791,2020-06-12
3911,Churwalden,GR,2021-07-31,0.011008,2021-06-30,0.02495,2021-05-21,0.431343,0.986726,2020-06-12
3911,Churwalden,GR,2021-08-31,0.010851,2021-07-31,0.02495,2021-05-21,0.430285,0.999001,2021-06-22
3911,Churwalden,GR,2021-09-30,0.011706,2021-08-31,0.027255,2021-05-21,0.43209,0.986732,2021-08-31
3911,Churwalden,GR,2021-10-31,0.011676,2021-09-30,0.027255,2021-05-21,0.431446,0.986745,2021-08-31
3911,Churwalden,GR,2021-11-30,0.010888,2021-10-31,0.027705,2021-08-10,0.431548,0.998533,2021-11-24
3911,Churwalden,GR,2021-12-31,0.011785,2021-11-30,0.027705,2021-08-10,0.432292,0.998549,2021-12-23
3911,Churwalden,GR,2022-01-31,0.012744,2021-12-31,0.02784,2021-08-10,0.432292,0.998569,2022-01-05
3911,Churwalden,GR,2022-02-28,0.013491,2022-01-31,0.027705,2021-08-10,0.432292,0.998569,2022-01-05
3911,Churwalden,GR,2022-03-31,0.013468,2022-02-28,0.028286,2021-08-18,0.432292,0.99856,2022-01-05
3921,Arosa,GR,2021-03-31,0.011357,2021-02-28,0.011,2020-01-01,0.506232,0.982036,2020-02-07
3921,Arosa,GR,2021-04-30,0.011188,2021-03-31,0.011,2020-01-01,0.506232,0.982036,2020-02-07
3921,Arosa,GR,2021-05-31,0.010875,2021-04-30,0.012059,2020-11-09,0.506232,0.982036,2020-02-07
3921,Arosa,GR,2021-06-30,0.012195,2021-05-31,0.012376,2021-04-23,0.506232,0.982036,2020-02-07
3921,Arosa,GR,2021-07-31,0.012563,2021-06-30,0.012374,2021-04-23,0.506469,0.982044,2020-02-07
3921,Arosa,GR,2021-08-31,0.013033,2021-07-31,0.012376,2021-04-23,0.506968,0.99953,2020-02-07
3921,Arosa,GR,2021-09-30,0.013527,2021-08-31,0.012376,2021-04-23,0.506469,0.982052,2021-09-08
3921,Arosa,GR,2021-10-31,0.015068,2021-09-30,0.012376,2021-04-23,0.506226,0.982077,2021-10-13
3921,Arosa,GR,2021-11-30,0.015625,2021-10-31,0.012427,2021-07-17,0.506226,0.998162,2021-10-13
3921,Arosa,GR,2021-12-31,0.016112,2021-11-30,0.012427,2021-07-17,0.506705,0.998162,2021-10-13
3921,Arosa,GR,2022-01-31,0.018162,2021-12-31,0.012444,2021-07-17,0.506699,0.998163,2021-12-27
3921,Arosa,GR,2022-02-28,0.018777,2022-01-31,0.012426,2021-07-17,0.506699,0.998163,2021-12-27
3921,Arosa,GR,2022-03-31,0.019386,2022-02-28,0.012636,2021-07-17,0.505505,0.998163,2021-12-27
3932,Tschiertschen-Praden,GR,2021-03-31,0.0,2020-12-31,0.014175,2020-01-01,0.456186,0.944844,2019-01-31
3932,Tschiertschen-Praden,GR,2021-04-30,0.0,2021-03-31,0.014175,2020-01-01,0.456186,0.944844,2019-01-31
3932,Tschiertschen-Praden,GR,2021-05-31,0.0,2021-04-30,0.015857,2020-11-18,0.456186,0.944844,2019-01-31
3932,Tschiertschen-Praden,GR,2021-06-30,0.0,2021-05-31,0.015857,2020-11-18,0.456186,0.944844,2019-01-31
3932,Tschiertschen-Praden,GR,2021-07-31,0.0,2021-06-30,0.015857,2020-11-18,0.456186,0.942584,2019-01-31
3932,Tschiertschen-Praden,GR,2021-08-31,0.0,2021-07-31,0.015857,2020-11-18,0.456186,0.997468,2021-01-25
3932,Tschiertschen-Praden,GR,2021-09-30,0.0,2021-08-31,0.015857,2020-11-18,0.457584,0.942721,2021-01-25
3932,Tschiertschen-Praden,GR,2021-10-31,0.0,2021-09-30,0.015857,2020-11-18,0.460154,0.942721,2021-10-15
3932,Tschiertschen-Praden,GR,2021-11-30,0.0,2021-10-31,0.015857,2020-11-18,0.460154,0.940476,2021-10-15
3932,Tschiertschen-Praden,GR,2021-12-31,0.0,2021-11-30,0.015857,2020-11-18,0.460154,0.940476,2021-10-15
3932,Tschiertschen-Praden,GR,2022-01-31,0.005988,2021-12-31,0.016137,2020-11-18,0.460154,0.940476,2021-10-15
3932,Tschiertschen-Praden,GR,2022-02-28,0.005882,2022-01-31,0.015843,2020-11-18,0.460154,0.940476,2021-10-15
3932,Tschiertschen-Praden,GR,2022-03-31,0.005882,2022-02-28,0.018131,2020-11-18,0.457584,0.940476,2021-10-15
3945,Trimmis,GR,2021-03-31,0.004948,2020-09-30,0.067291,2020-01-01,0.402948,0.978747,2021-03-17
3945,Trimmis,GR,2021-04-30,0.006321,2021-03-31,0.067291,2020-01-01,0.400491,0.978747,2021-03-17
3945,Trimmis,GR,2021-05-31,0.006745,2021-04-30,0.082761,2020-09-02,0.400491,0.978747,2021-03-17
3945,Trimmis,GR,2021-06-30,0.007178,2021-05-31,0.082761,2020-09-02,0.401227,0.978795,2021-06-09
3945,Trimmis,GR,2021-07-31,0.008478,2021-06-30,0.082761,2020-09-02,0.401961,0.978818,2021-06-21
3945,Trimmis,GR,2021-08-31,0.008429,2021-07-31,0.082761,2020-09-02,0.401961,1.0,2021-06-21
3945,Trimmis,GR,2021-09-30,0.008853,2021-08-31,0.082761,2020-09-02,0.402693,0.97973,2021-08-20
3945,Trimmis,GR,2021-10-31,0.009288,2021-09-30,0.08263,2020-09-02,0.406593,0.981027,2021-09-22
3945,Trimmis,GR,2021-11-30,0.008961,2021-10-31,0.08263,2020-09-02,0.406593,1.0,2021-09-22
3945,Trimmis,GR,2021-12-31,0.009973,2021-11-30,0.08263,2020-09-02,0.409756,1.0,2021-09-22
3945,Trimmis,GR,2022-01-31,0.011358,2021-12-31,0.082631,2020-09-02,0.409756,1.0,2021-09-22
3945,Trimmis,GR,2022-02-28,0.011691,2022-01-31,0.082631,2020-09-02,0.409756,1.0,2021-09-22
3945,Trimmis,GR,2022-03-31,0.01214,2022-02-28,0.091457,2021-09-23,0.409756,1.0,2021-09-22
3946,Untervaz,GR,2021-03-31,0.00443,2021-01-31,0.02899,2020-01-01,0.491945,0.976109,2020-09-14
3946,Untervaz,GR,2021-04-30,0.0044,2021-03-31,0.02899,2020-01-01,0.490706,0.976109,2020-09-14
3946,Untervaz,GR,2021-05-31,0.004294,2021-04-30,0.034387,2020-09-25,0.493201,0.976163,2020-09-14
